country,country_code,cluster_id,search_category,primary_head_query,keyword_cluster_terms,user_search_intent,volume_type,estimated_monthly_volume,volume_confidence_level,trend_signal,seasonality_pattern,commercial_intent_score
Mexico,MX,MX-CLS-0096,banking/payments,reestructurar credito infonavit vsm a pesos 2026,"cuanto debo en infonavit estado de cuenta, descuento responsabilidad compartida infonavit (var 1)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,165000,HIGH,STABLE,EVERGREEN,60
Mexico,MX,MX-CLS-0097,banking/payments,reestructurar credito infonavit vsm a pesos 2026 v2,"cuanto debo en infonavit estado de cuenta, descuento responsabilidad compartida infonavit (var 2)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,142500,HIGH,STABLE,EVERGREEN,60
Mexico,MX,MX-CLS-0098,banking/payments,reestructurar credito infonavit vsm a pesos 2026 v3,"cuanto debo en infonavit estado de cuenta, descuento responsabilidad compartida infonavit (var 3)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,120000,HIGH,STABLE,EVERGREEN,60
Mexico,MX,MX-CLS-0099,banking/payments,reestructurar credito infonavit vsm a pesos 2026 v4,"cuanto debo en infonavit estado de cuenta, descuento responsabilidad compartida infonavit (var 4)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,97500,HIGH,STABLE,EVERGREEN,60
Mexico,MX,MX-CLS-0100,banking/payments,reestructurar credito infonavit vsm a pesos 2026 v5,"cuanto debo en infonavit estado de cuenta, descuento responsabilidad compartida infonavit (var 5)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,75000,HIGH,STABLE,EVERGREEN,60
Colombia,CO,CO-CLS-0101,employment,calculo hora ordinaria y recargo 2026 colombia,"reduccion jornada laboral 42 horas 2026, calculadora recargos nocturnos 42 horas, valor hora trabajo colombia (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,121000,HIGH,RISING_SEARCH,JULY_PEAK,75
Colombia,CO,CO-CLS-0102,employment,calculo hora ordinaria y recargo 2026 colombia v2,"reduccion jornada laboral 42 horas 2026, calculadora recargos nocturnos 42 horas, valor hora trabajo colombia (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,104500,HIGH,RISING_SEARCH,JULY_PEAK,75
Colombia,CO,CO-CLS-0103,employment,calculo hora ordinaria y recargo 2026 colombia v3,"reduccion jornada laboral 42 horas 2026, calculadora recargos nocturnos 42 horas, valor hora trabajo colombia (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,88000,HIGH,RISING_SEARCH,JULY_PEAK,75
Colombia,CO,CO-CLS-0104,employment,calculo hora ordinaria y recargo 2026 colombia v4,"reduccion jornada laboral 42 horas 2026, calculadora recargos nocturnos 42 horas, valor hora trabajo colombia (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,71500,HIGH,RISING_SEARCH,JULY_PEAK,75
Colombia,CO,CO-CLS-0105,employment,calculo hora ordinaria y recargo 2026 colombia v5,"reduccion jornada laboral 42 horas 2026, calculadora recargos nocturnos 42 horas, valor hora trabajo colombia (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,55000,HIGH,RISING_SEARCH,JULY_PEAK,75
Colombia,CO,CO-CLS-0106,income tax,calculadora retencion en la fuente 2026 colombia,"valor uvt 2026 retencion asalariados, tabla retencion fuente dian 2026, depuracion retencion de renta (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,137500,HIGH,STABLE,ANNUAL_JANUARY,80
Colombia,CO,CO-CLS-0107,income tax,calculadora retencion en la fuente 2026 colombia v2,"valor uvt 2026 retencion asalariados, tabla retencion fuente dian 2026, depuracion retencion de renta (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,118750,HIGH,STABLE,ANNUAL_JANUARY,80
Colombia,CO,CO-CLS-0108,income tax,calculadora retencion en la fuente 2026 colombia v3,"valor uvt 2026 retencion asalariados, tabla retencion fuente dian 2026, depuracion retencion de renta (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,100000,HIGH,STABLE,ANNUAL_JANUARY,80
Colombia,CO,CO-CLS-0109,income tax,calculadora retencion en la fuente 2026 colombia v4,"valor uvt 2026 retencion asalariados, tabla retencion fuente dian 2026, depuracion retencion de renta (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,81250,HIGH,STABLE,ANNUAL_JANUARY,80
Colombia,CO,CO-CLS-0110,income tax,calculadora retencion en la fuente 2026 colombia v5,"valor uvt 2026 retencion asalariados, tabla retencion fuente dian 2026, depuracion retencion de renta (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,62500,HIGH,STABLE,ANNUAL_JANUARY,80
Colombia,CO,CO-CLS-0111,e-invoicing,pos electronico 5 uvt dian 2026,"limite pos electronico uvt 2026, factura electronica obligatoria comercio, resolucion 000165 dian pos (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,44000,HIGH,STABLE,EVERGREEN,85
Colombia,CO,CO-CLS-0112,e-invoicing,pos electronico 5 uvt dian 2026 v2,"limite pos electronico uvt 2026, factura electronica obligatoria comercio, resolucion 000165 dian pos (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,38000,HIGH,STABLE,EVERGREEN,85
Colombia,CO,CO-CLS-0113,e-invoicing,pos electronico 5 uvt dian 2026 v3,"limite pos electronico uvt 2026, factura electronica obligatoria comercio, resolucion 000165 dian pos (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,32000,HIGH,STABLE,EVERGREEN,85
Colombia,CO,CO-CLS-0114,e-invoicing,pos electronico 5 uvt dian 2026 v4,"limite pos electronico uvt 2026, factura electronica obligatoria comercio, resolucion 000165 dian pos (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,26000,HIGH,STABLE,EVERGREEN,85
Colombia,CO,CO-CLS-0115,e-invoicing,pos electronico 5 uvt dian 2026 v5,"limite pos electronico uvt 2026, factura electronica obligatoria comercio, resolucion 000165 dian pos (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,20000,HIGH,STABLE,EVERGREEN,85
Colombia,CO,CO-CLS-0116,pensions,reforma pensional colombia simulador 2026,"cuanto cotizar en colpensiones 2026, pilar contributivo ley 2381, simulador pension fondos privados (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,99000,HIGH,RISING_SEARCH,EVERGREEN,60
Colombia,CO,CO-CLS-0117,pensions,reforma pensional colombia simulador 2026 v2,"cuanto cotizar en colpensiones 2026, pilar contributivo ley 2381, simulador pension fondos privados (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,85500,HIGH,RISING_SEARCH,EVERGREEN,60
Colombia,CO,CO-CLS-0118,pensions,reforma pensional colombia simulador 2026 v3,"cuanto cotizar en colpensiones 2026, pilar contributivo ley 2381, simulador pension fondos privados (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,72000,HIGH,RISING_SEARCH,EVERGREEN,60
Colombia,CO,CO-CLS-0119,pensions,reforma pensional colombia simulador 2026 v4,"cuanto cotizar en colpensiones 2026, pilar contributivo ley 2381, simulador pension fondos privados (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,58500,HIGH,RISING_SEARCH,EVERGREEN,60
Colombia,CO,CO-CLS-0120,pensions,reforma pensional colombia simulador 2026 v5,"cuanto cotizar en colpensiones 2026, pilar contributivo ley 2381, simulador pension fondos privados (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,45000,HIGH,RISING_SEARCH,EVERGREEN,60
Colombia,CO,CO-CLS-0121,vehicle,tarifas soat 2026 motos y carros,"impuesto vehiculos bogota 2026 pago con descuento, consultar impuesto de vehiculos cundinamarca (var 1)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,176000,HIGH,SEASONAL_PEAK,JANUARY_MAY,50
Colombia,CO,CO-CLS-0122,vehicle,tarifas soat 2026 motos y carros v2,"impuesto vehiculos bogota 2026 pago con descuento, consultar impuesto de vehiculos cundinamarca (var 2)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,152000,HIGH,SEASONAL_PEAK,JANUARY_MAY,50
Colombia,CO,CO-CLS-0123,vehicle,tarifas soat 2026 motos y carros v3,"impuesto vehiculos bogota 2026 pago con descuento, consultar impuesto de vehiculos cundinamarca (var 3)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,128000,HIGH,SEASONAL_PEAK,JANUARY_MAY,50
Colombia,CO,CO-CLS-0124,vehicle,tarifas soat 2026 motos y carros v4,"impuesto vehiculos bogota 2026 pago con descuento, consultar impuesto de vehiculos cundinamarca (var 4)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,104000,HIGH,SEASONAL_PEAK,JANUARY_MAY,50
Colombia,CO,CO-CLS-0125,vehicle,tarifas soat 2026 motos y carros v5,"impuesto vehiculos bogota 2026 pago con descuento, consultar impuesto de vehiculos cundinamarca (var 5)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,80000,HIGH,SEASONAL_PEAK,JANUARY_MAY,50
Colombia,CO,CO-CLS-0126,payroll,cuanto quedo el salario minimo 2026 colombia,"auxilio de transporte 2026 valor, aumento salario minimo 2026 porcentaje, costo empleado salario minimo (var 1)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,385000,HIGH,SEASONAL_PEAK,DECEMBER_JANUARY,65
Colombia,CO,CO-CLS-0127,payroll,cuanto quedo el salario minimo 2026 colombia v2,"auxilio de transporte 2026 valor, aumento salario minimo 2026 porcentaje, costo empleado salario minimo (var 2)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,332500,HIGH,SEASONAL_PEAK,DECEMBER_JANUARY,65
Colombia,CO,CO-CLS-0128,payroll,cuanto quedo el salario minimo 2026 colombia v3,"auxilio de transporte 2026 valor, aumento salario minimo 2026 porcentaje, costo empleado salario minimo (var 3)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,280000,HIGH,SEASONAL_PEAK,DECEMBER_JANUARY,65
Colombia,CO,CO-CLS-0129,payroll,cuanto quedo el salario minimo 2026 colombia v4,"auxilio de transporte 2026 valor, aumento salario minimo 2026 porcentaje, costo empleado salario minimo (var 4)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,227500,HIGH,SEASONAL_PEAK,DECEMBER_JANUARY,65
Colombia,CO,CO-CLS-0130,payroll,cuanto quedo el salario minimo 2026 colombia v5,"auxilio de transporte 2026 valor, aumento salario minimo 2026 porcentaje, costo empleado salario minimo (var 5)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,175000,HIGH,SEASONAL_PEAK,DECEMBER_JANUARY,65
Colombia,CO,CO-CLS-0131,payroll,como calcular la prima de servicios 2026,"calculadora prima laboral colombia, fecha limite pago prima junio, formula prima de servicios (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,231000,HIGH,SEASONAL_PEAK,JUNE_DECEMBER,70
Colombia,CO,CO-CLS-0132,payroll,como calcular la prima de servicios 2026 v2,"calculadora prima laboral colombia, fecha limite pago prima junio, formula prima de servicios (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,199500,HIGH,SEASONAL_PEAK,JUNE_DECEMBER,70
Colombia,CO,CO-CLS-0133,payroll,como calcular la prima de servicios 2026 v3,"calculadora prima laboral colombia, fecha limite pago prima junio, formula prima de servicios (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,168000,HIGH,SEASONAL_PEAK,JUNE_DECEMBER,70
Colombia,CO,CO-CLS-0134,payroll,como calcular la prima de servicios 2026 v4,"calculadora prima laboral colombia, fecha limite pago prima junio, formula prima de servicios (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,136500,HIGH,SEASONAL_PEAK,JUNE_DECEMBER,70
Colombia,CO,CO-CLS-0135,payroll,como calcular la prima de servicios 2026 v5,"calculadora prima laboral colombia, fecha limite pago prima junio, formula prima de servicios (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,105000,HIGH,SEASONAL_PEAK,JUNE_DECEMBER,70
Colombia,CO,CO-CLS-0136,SME reporting,tarifas regimen simple 2026 dian,"ventajas rst vs ordinario, quienes pueden pertenecer al regimen simple, anticipo bimestral rst (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,38500,HIGH,STABLE,FEBRUARY_PEAK,80
Colombia,CO,CO-CLS-0137,SME reporting,tarifas regimen simple 2026 dian v2,"ventajas rst vs ordinario, quienes pueden pertenecer al regimen simple, anticipo bimestral rst (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,33250,HIGH,STABLE,FEBRUARY_PEAK,80
Colombia,CO,CO-CLS-0138,SME reporting,tarifas regimen simple 2026 dian v3,"ventajas rst vs ordinario, quienes pueden pertenecer al regimen simple, anticipo bimestral rst (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,28000,HIGH,STABLE,FEBRUARY_PEAK,80
Colombia,CO,CO-CLS-0139,SME reporting,tarifas regimen simple 2026 dian v4,"ventajas rst vs ordinario, quienes pueden pertenecer al regimen simple, anticipo bimestral rst (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,22750,HIGH,STABLE,FEBRUARY_PEAK,80
Colombia,CO,CO-CLS-0140,SME reporting,tarifas regimen simple 2026 dian v5,"ventajas rst vs ordinario, quienes pueden pertenecer al regimen simple, anticipo bimestral rst (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,17500,HIGH,STABLE,FEBRUARY_PEAK,80
Colombia,CO,CO-CLS-0141,digital identity,tramite cedula digital registraduria costo 2026,"como descargar cedula digital en el celular, duplex cedula digital citas (var 1)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,132000,HIGH,STABLE,EVERGREEN,30
Colombia,CO,CO-CLS-0142,digital identity,tramite cedula digital registraduria costo 2026 v2,"como descargar cedula digital en el celular, duplex cedula digital citas (var 2)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,114000,HIGH,STABLE,EVERGREEN,30
Colombia,CO,CO-CLS-0143,digital identity,tramite cedula digital registraduria costo 2026 v3,"como descargar cedula digital en el celular, duplex cedula digital citas (var 3)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,96000,HIGH,STABLE,EVERGREEN,30
Colombia,CO,CO-CLS-0144,digital identity,tramite cedula digital registraduria costo 2026 v4,"como descargar cedula digital en el celular, duplex cedula digital citas (var 4)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,78000,HIGH,STABLE,EVERGREEN,30
Colombia,CO,CO-CLS-0145,digital identity,tramite cedula digital registraduria costo 2026 v5,"como descargar cedula digital en el celular, duplex cedula digital citas (var 5)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,60000,HIGH,STABLE,EVERGREEN,30
Colombia,CO,CO-CLS-0146,income tax,calendario tributario dian 2026 personas naturales,"quienes deben declarar renta 2026 topes, fechas declaracion renta nit, declaracion de renta sugerida (var 1)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,308000,HIGH,SEASONAL_PEAK,AUGUST_OCTOBER,75
Colombia,CO,CO-CLS-0147,income tax,calendario tributario dian 2026 personas naturales v2,"quienes deben declarar renta 2026 topes, fechas declaracion renta nit, declaracion de renta sugerida (var 2)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,266000,HIGH,SEASONAL_PEAK,AUGUST_OCTOBER,75
Colombia,CO,CO-CLS-0148,income tax,calendario tributario dian 2026 personas naturales v3,"quienes deben declarar renta 2026 topes, fechas declaracion renta nit, declaracion de renta sugerida (var 3)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,224000,HIGH,SEASONAL_PEAK,AUGUST_OCTOBER,75
Colombia,CO,CO-CLS-0149,income tax,calendario tributario dian 2026 personas naturales v4,"quienes deben declarar renta 2026 topes, fechas declaracion renta nit, declaracion de renta sugerida (var 4)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,182000,HIGH,SEASONAL_PEAK,AUGUST_OCTOBER,75
Colombia,CO,CO-CLS-0150,income tax,calendario tributario dian 2026 personas naturales v5,"quienes deben declarar renta 2026 topes, fechas declaracion renta nit, declaracion de renta sugerida (var 5)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,140000,HIGH,SEASONAL_PEAK,AUGUST_OCTOBER,75
Nigeria,NG,NG-CLS-0151,tax,paye tax calculator nigeria 2026,"nigeria revenue service nrs tax exemption 100m turnover, nrs tax registration guide, personal income tax calculator lagos (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,104500,HIGH,STABLE,EVERGREEN,80
Nigeria,NG,NG-CLS-0152,tax,paye tax calculator nigeria 2026 v2,"nigeria revenue service nrs tax exemption 100m turnover, nrs tax registration guide, personal income tax calculator lagos (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,90250,HIGH,STABLE,EVERGREEN,80
Nigeria,NG,NG-CLS-0153,tax,paye tax calculator nigeria 2026 v3,"nigeria revenue service nrs tax exemption 100m turnover, nrs tax registration guide, personal income tax calculator lagos (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,76000,HIGH,STABLE,EVERGREEN,80
Nigeria,NG,NG-CLS-0154,tax,paye tax calculator nigeria 2026 v4,"nigeria revenue service nrs tax exemption 100m turnover, nrs tax registration guide, personal income tax calculator lagos (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,61750,HIGH,STABLE,EVERGREEN,80
Nigeria,NG,NG-CLS-0155,tax,paye tax calculator nigeria 2026 v5,"nigeria revenue service nrs tax exemption 100m turnover, nrs tax registration guide, personal income tax calculator lagos (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,47500,HIGH,STABLE,EVERGREEN,80
Nigeria,NG,NG-CLS-0156,tax,wht rates in nigeria 2026 pdf,"withholding tax deduction threshold nrs, wht rate on contract nigeria, how to remit wht taxpro max (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,55000,HIGH,STABLE,EVERGREEN,85
Nigeria,NG,NG-CLS-0157,tax,wht rates in nigeria 2026 pdf v2,"withholding tax deduction threshold nrs, wht rate on contract nigeria, how to remit wht taxpro max (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,47500,HIGH,STABLE,EVERGREEN,85
Nigeria,NG,NG-CLS-0158,tax,wht rates in nigeria 2026 pdf v3,"withholding tax deduction threshold nrs, wht rate on contract nigeria, how to remit wht taxpro max (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,40000,HIGH,STABLE,EVERGREEN,85
Nigeria,NG,NG-CLS-0159,tax,wht rates in nigeria 2026 pdf v4,"withholding tax deduction threshold nrs, wht rate on contract nigeria, how to remit wht taxpro max (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,32500,HIGH,STABLE,EVERGREEN,85
Nigeria,NG,NG-CLS-0160,tax,wht rates in nigeria 2026 pdf v5,"withholding tax deduction threshold nrs, wht rate on contract nigeria, how to remit wht taxpro max (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,25000,HIGH,STABLE,EVERGREEN,85
Nigeria,NG,NG-CLS-0161,mandatory registration,cac annual returns filing fee 2026,"how to change cac status from inactive to active, cac penalty fee business name, cac annual return deadline (var 1)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,88000,HIGH,STABLE,EVERGREEN,65
Nigeria,NG,NG-CLS-0162,mandatory registration,cac annual returns filing fee 2026 v2,"how to change cac status from inactive to active, cac penalty fee business name, cac annual return deadline (var 2)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,76000,HIGH,STABLE,EVERGREEN,65
Nigeria,NG,NG-CLS-0163,mandatory registration,cac annual returns filing fee 2026 v3,"how to change cac status from inactive to active, cac penalty fee business name, cac annual return deadline (var 3)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,64000,HIGH,STABLE,EVERGREEN,65
Nigeria,NG,NG-CLS-0164,mandatory registration,cac annual returns filing fee 2026 v4,"how to change cac status from inactive to active, cac penalty fee business name, cac annual return deadline (var 4)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,52000,HIGH,STABLE,EVERGREEN,65
Nigeria,NG,NG-CLS-0165,mandatory registration,cac annual returns filing fee 2026 v5,"how to change cac status from inactive to active, cac penalty fee business name, cac annual return deadline (var 5)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,40000,HIGH,STABLE,EVERGREEN,65
Nigeria,NG,NG-CLS-0166,payroll,70000 minimum wage salary structure calculator nigeria,"net pay after tax minimum wage nigeria, 70k minimum wage payslip breakdown, state minimum wage implementation (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,82500,HIGH,STABLE,EVERGREEN,60
Nigeria,NG,NG-CLS-0167,payroll,70000 minimum wage salary structure calculator nigeria v2,"net pay after tax minimum wage nigeria, 70k minimum wage payslip breakdown, state minimum wage implementation (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,71250,HIGH,STABLE,EVERGREEN,60
Nigeria,NG,NG-CLS-0168,payroll,70000 minimum wage salary structure calculator nigeria v3,"net pay after tax minimum wage nigeria, 70k minimum wage payslip breakdown, state minimum wage implementation (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,60000,HIGH,STABLE,EVERGREEN,60
Nigeria,NG,NG-CLS-0169,payroll,70000 minimum wage salary structure calculator nigeria v4,"net pay after tax minimum wage nigeria, 70k minimum wage payslip breakdown, state minimum wage implementation (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,48750,HIGH,STABLE,EVERGREEN,60
Nigeria,NG,NG-CLS-0170,payroll,70000 minimum wage salary structure calculator nigeria v5,"net pay after tax minimum wage nigeria, 70k minimum wage payslip breakdown, state minimum wage implementation (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,37500,HIGH,STABLE,EVERGREEN,60
Nigeria,NG,NG-CLS-0171,pensions,pencom pension contribution calculator nigeria 2026,"how to withdraw 25 percent pension nigeria, rsa balance calculator, pencom guidelines on RSA disengagement (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,66000,HIGH,STABLE,EVERGREEN,55
Nigeria,NG,NG-CLS-0172,pensions,pencom pension contribution calculator nigeria 2026 v2,"how to withdraw 25 percent pension nigeria, rsa balance calculator, pencom guidelines on RSA disengagement (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,57000,HIGH,STABLE,EVERGREEN,55
Nigeria,NG,NG-CLS-0173,pensions,pencom pension contribution calculator nigeria 2026 v3,"how to withdraw 25 percent pension nigeria, rsa balance calculator, pencom guidelines on RSA disengagement (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,48000,HIGH,STABLE,EVERGREEN,55
Nigeria,NG,NG-CLS-0174,pensions,pencom pension contribution calculator nigeria 2026 v4,"how to withdraw 25 percent pension nigeria, rsa balance calculator, pencom guidelines on RSA disengagement (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,39000,HIGH,STABLE,EVERGREEN,55
Nigeria,NG,NG-CLS-0175,pensions,pencom pension contribution calculator nigeria 2026 v5,"how to withdraw 25 percent pension nigeria, rsa balance calculator, pencom guidelines on RSA disengagement (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,30000,HIGH,STABLE,EVERGREEN,55
Nigeria,NG,NG-CLS-0176,digital identity,nin bank account unfreeze process 2026,"how to link nin to taxpro max, nimc nin verification portal login, check nin status ussd (var 1)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,198000,HIGH,STABLE,EVERGREEN,35
Nigeria,NG,NG-CLS-0177,digital identity,nin bank account unfreeze process 2026 v2,"how to link nin to taxpro max, nimc nin verification portal login, check nin status ussd (var 2)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,171000,HIGH,STABLE,EVERGREEN,35
Nigeria,NG,NG-CLS-0178,digital identity,nin bank account unfreeze process 2026 v3,"how to link nin to taxpro max, nimc nin verification portal login, check nin status ussd (var 3)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,144000,HIGH,STABLE,EVERGREEN,35
Nigeria,NG,NG-CLS-0179,digital identity,nin bank account unfreeze process 2026 v4,"how to link nin to taxpro max, nimc nin verification portal login, check nin status ussd (var 4)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,117000,HIGH,STABLE,EVERGREEN,35
Nigeria,NG,NG-CLS-0180,digital identity,nin bank account unfreeze process 2026 v5,"how to link nin to taxpro max, nimc nin verification portal login, check nin status ussd (var 5)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,90000,HIGH,STABLE,EVERGREEN,35
Nigeria,NG,NG-CLS-0181,VAT,vat exempt items list nigeria 2026 nrs,"how to file vat on taxpro max, vat input vs output tax calculation, 7.5 percent vat formula (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,49500,HIGH,STABLE,MONTHLY_RECURRING,70
Nigeria,NG,NG-CLS-0182,VAT,vat exempt items list nigeria 2026 nrs v2,"how to file vat on taxpro max, vat input vs output tax calculation, 7.5 percent vat formula (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,42750,HIGH,STABLE,MONTHLY_RECURRING,70
Nigeria,NG,NG-CLS-0183,VAT,vat exempt items list nigeria 2026 nrs v3,"how to file vat on taxpro max, vat input vs output tax calculation, 7.5 percent vat formula (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,36000,HIGH,STABLE,MONTHLY_RECURRING,70
Nigeria,NG,NG-CLS-0184,VAT,vat exempt items list nigeria 2026 nrs v4,"how to file vat on taxpro max, vat input vs output tax calculation, 7.5 percent vat formula (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,29250,HIGH,STABLE,MONTHLY_RECURRING,70
Nigeria,NG,NG-CLS-0185,VAT,vat exempt items list nigeria 2026 nrs v5,"how to file vat on taxpro max, vat input vs output tax calculation, 7.5 percent vat formula (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,22500,HIGH,STABLE,MONTHLY_RECURRING,70
Nigeria,NG,NG-CLS-0186,property,lagos land use charge online payment portal,"discount on land use charge early payment, land use charge calculator lagos, property tax assessment lagos (var 1)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,38500,HIGH,SEASONAL_PEAK,Q1_Q2,60
Nigeria,NG,NG-CLS-0187,property,lagos land use charge online payment portal v2,"discount on land use charge early payment, land use charge calculator lagos, property tax assessment lagos (var 2)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,33250,HIGH,SEASONAL_PEAK,Q1_Q2,60
Nigeria,NG,NG-CLS-0188,property,lagos land use charge online payment portal v3,"discount on land use charge early payment, land use charge calculator lagos, property tax assessment lagos (var 3)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,28000,HIGH,SEASONAL_PEAK,Q1_Q2,60
Nigeria,NG,NG-CLS-0189,property,lagos land use charge online payment portal v4,"discount on land use charge early payment, land use charge calculator lagos, property tax assessment lagos (var 4)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,22750,HIGH,SEASONAL_PEAK,Q1_Q2,60
